course_id,Name,University,level,link,about,course_description
273,Build your very first iOS app,Curtin University,intermediate,https://www.edx.org/course/build-your-very-first-ios-app,Learn how to get started with app development and create your very first iOS app.,"In this course you will learn the tools, techniques and concepts needed to build a basic iOS app, from scratch. You will be introduced to the Swift programming language and learn how to utilise the Apple developer tools to build an app.After completing this course, you will be able to:  Computer Science"
274,Object-Oriented Programming,IITBombay,beginner,https://www.edx.org/course/object-oriented-programming,Learn the principles of programming for building large and extensible systems.,"Go beyond the basics of programming to understand object-oriented methodology, the approach to modular and reusable software systems.Topics Include:This course is part of the Fundamentals of Computer Science XSeries Program: Computer Science"
275,Introduction to Jenkins,The Linux Foundation,intermediate,https://www.edx.org/course/introduction-to-jenkins,Learn the fundamentals required to implement Continuous Integration (CI) and Continuous Delivery (CD) workflows using the Jenkins automation server.,"Are you or your team starting to use Jenkins as a CI/CD tool? Are you looking to automate your software delivery process? Do you need guidelines on how to set up your CI/CD workflow using Jenkins automation server? If so, this is the course for you.In this course, we will discuss the fundamentals of CI/CD, and we will talk about how they help transform the overall software delivery process. It is most useful for roles such as DevOps engineers, software developers and architects, and professionals focused on site reliability and quality assurance, though anyone involved in the software delivery process will benefit.This course offers an introduction to the Jenkins automation server, and also includes instructions on how to set up/use Jenkins for your CI/CD workflow.Upon completion, you will have a solid understanding of the role that Jenkins plays in the software development lifecycle, how to install a Jenkins server, how to build software for it, how to manage third party integrations/plugins and how to scale and secure Jenkins. Finally, you will get a glimpse of what you can do to further enhance your CI/CD skills. Computer Science"
276,Conducting an Informational Interview,University of Washington,advanced,https://www.edx.org/course/conducting-an-informational-interview,"This is the capstone networking course. Put all the skills that you have learned into practice. You’ll introduce yourself, write effective email, highlight your best qualities, and conduct an informational interview with a person of your choice.","In this final course of the English for Business Networking Professional Certificate program, you’ll put your knowledge into practice by preparing for and conducting an informational interview. First off, you’ll clarify your goals and set up a practice informational interview. You’ll practice talking on the phone to make arrangements to meet. Then, you’ll set up a second informational interview. You’ll learn how to research a person and write questions to learn more about them or their career. You’ll also learn the parts of an interview. Finally, you’ll learn the key steps for following up with a person after your interview. You’llsuccessfully complete a whole cycle of networking activities. Language"
277,Creative Coding,New York University,intermediate,https://www.edx.org/course/creative-coding,"Learn object-oriented programming for graphic design, digital media, and creative applications","In Creative Coding, students learn to design and create media using object-oriented programming as a medium for design, art, and games. With a strong focus on creating interactive experiences for the web, the course moves past the sequential problem solving found in typical beginner programming and coding courses, so that designers and creatives can apply programming concepts to work in a variety of media, such as 2D graphics, animation, image and video processing. By the end of this course, students will be able to read and write javascript for creative and design applications. Whether you are a graphic designer, UX/UI designer, web designer, or accessibility designer, this course will arm you with fundamental coding skills using javascript and other languages as a method of expression. Design"
278,Computer Graphics,"The University of California, San Diego",beginner,https://www.edx.org/course/computer-graphics-2,This course is part of a Professional Certificate,"Today, computer graphics is a central part of our lives, in movies, games, computer-aided design, virtual simulators, visualization and even imaging products and cameras. This course teaches the basics of computer graphics that apply to all of these domains.  Students will learn to create computer-generated images of 3D scenes, including flybys of objects, make a real-time scene viewer, and create very realistic images with raytracing. We will start with a simple example of viewing a teapot from anywhere in space, understanding the basic mathematics of virtual camera placement. Next, you will learn how to use real-time graphics programming languages like OpenGL and GLSL to create your own scene viewer, enabling you to fly around and manipulate 3D scenes. Finally, we will teach you to create highly realistic images with reflections and shadows using raytracing.CSE167x teaches the foundations of computer graphics. This course runs for 6 weeks and consists of four segments. Each segment includes an individual programming assignment:This term, students who earn a total score of 50% or greater will have passed the course and may obtain a certificate from UC San DiegoX.FAQWhat is the format of the class?The class will consist of lecture videos, brief exercises, and homework assignments. Each of the four segments of the course will have 2-3 lectures. Each lecture includes 3-5 lecture videos, which last between 10 and 20 minutes. There will be a brief exercise after each lecture video to help you test your understanding of the material. Your score will be determined entirely by programming assignments for which you will receive immediate autograder feedback. You may submit your assignment to the autograder multiple times; only your last submission will count.Programming projects are to be implemented individually without copying code from other students, largely identical online resources, or previous instances of the class. However, short of posting or sharing actual explicit code, you are encouraged to collaborate and discuss problems in the discussion forums.Will the text of the lectures be available?Yes. All of our lectures will have transcripts synced to the videos.Do I need to watch the lectures live?No. You can watch the lectures at your leisure. You can ""work ahead"" if you want to move faster than the due dates. Conversely, you can progress at a slower pace. Please note that certificates will only be awarded to students who obtain the requisite score by turning in assignments by the established deadlines.How much does it cost to take the course?Nothing: the course is free. If you expect to be doing a lot of graphics programming in the future, we would recommend the OpenGL and GLSL programming guides, but it is by no means required to purchase them. There are many free online resources for these topics, and we will be posting links to them.What computer system do I need for the course?The course material involves C++/OpenGL/GLSL programming that is portable. We provide skeleton code for all major platforms (Windows, Mac OS, Linux). This is a modern course involving programmable shaders, but any machine built in the last few years should be adequate. We provide many compilation hints and tips, and Homework 0 is to ensure you can compile and work with the autograder. You do need some kind of C++ development environment; we provide several resources to get you started for Homework 0. In the highly unlikely event you cannot get your machine to work, you will hopefully have adequate time to find another system.Will I learn Maya/DirectX/3D Studio Max etc.?This is a course on the foundations of computer graphics and covers concepts, not the intricacies of a particular software package. That said, you will be able to write complex interactive and offline 3D graphics programs at the end of the course in C++, OpenGL and GLSL.Can I contact the Instructor or Teaching Assistants?Yes, but not directly. The discussion forums are the appropriate venue for questions about the course. The instructors will monitor the discussion forums and try to respond to the most important questions; in many cases response from other students and peers will be adequate and faster.I have a disability (visual/hearing etc.) Can I take the course?In most cases, yes. We provide transcripts for all lectures. Many leading computer graphics researchers have had visual impairments like color-blindness. However, this being a computer graphics course that relies on visual image comparisons, we probably cannot provide adequate support for those who are legally blind.I have a busy schedule this fall. Can I still take the course?The course does require about 12 hours per week of work, and the assignments (where you are given two weeks) require the time. Certificates of achievement require a passing score. Of course, you are welcome to just go through the lectures or attempt some of the assignments if you are not interested in a certificate; we hope to provide something for everyone.  Computer Science"
279,Data Science: Computational Thinking with Python,"University of California, Berkeley",advanced,https://www.edx.org/course/foundations-of-data-science-computational-thinking,"Learn the basics of computational thinking, an essential skill in today’s data-driven world, using the popular programming language, Python.","We live in an era of unprecedented access to data. Understanding how to organize and leverage the vast amounts of information at our disposal are critical skills that allow us to infer upon the world and make informed decisions. This course will introduce you to such skills. To work with large amounts of data, you will need to harness the power of computation through programming. This course teaches you basic programming skills for manipulating data. You will learn how to use Python to organize and manipulate data in tables, and to visualize data effectively. No prior experience with programming or Python is needed, nor is any statistics background necessary.The examples given in the course involve real world data from diverse settings. Not all data is numerical – you will work with different types of data from a variety of domains. Though the term “data science” is relatively new, the fundamental ideas of data science are not. The course includes powerful examples that span the centuries from the Victorian era to the present day. This course emphasizes learning through doing: you will work on large real-world data sets through interactive assignments to apply the skills you learn. Throughout, the underlying thread is that data science is a way of thinking, not just an assortment of methods. You will also hone your interpretation and communication skills, which are essential skills for data scientists. Computer Science"
280,Deep Learning with Tensorflow,IBM,intermediate,https://www.edx.org/course/deep-learning-with-tensorflow,"Much of theworld's data is unstructured. Think images, sound, and textual data. Learn how to apply Deep Learning with TensorFlow to this type of data to solve real-world problems.","Traditional neural networks rely on shallow nets, composed of one input, one hidden layer and one output layer. Deep-learning networks are distinguished from these ordinary neural networks having more hidden layers, or so-called more depth. These kind of nets are capable of discovering hidden structures withinunlabeled and unstructured data (i.e. images, sound, and text), which consitutes the vast majority of data in the world. TensorFlow is one of the best libraries to implement deep learning. TensorFlow is a software library for numerical computation of mathematical expressional, using data flow graphs. Nodes in the graph represent mathematical operations, while the edges represent the multidimensional data arrays (tensors) that flow between them. It was created by Google and tailored for Machine Learning. In fact, it is being widely used to develop solutions with Deep Learning. In this TensorFlow course, you will learn the basic concepts of TensorFlow, the main functions, operations and the execution pipeline. Starting with a simple “Hello Word” example, throughout the course you will be able to see how TensorFlow can be used in curve fitting, regression, classification and minimization of error functions. This concept is then explored in the Deep Learning world. You will learn how to apply TensorFlow for backpropagation to tune the weights and biases while the Neural Networks are being trained. Finally, the course covers different types of Deep Architectures, such as Convolutional Networks, Recurrent Networks and Autoencoders. Data Analysis & Statistics"
281,Essential Human Biology: Cells and Tissues,University of Adelaide,advanced,https://www.edx.org/course/essential-human-biology-cells-and-tissues,An introduction to the human body's most fundamental building blocks and their behaviours in health and disease.,"Are you preparing for a health-related career, or planning to study in the health sciences? Perhaps you're just keen to learn more about the wonders of the human body? Our bodies are amazing but complex biological machines. This course will provide you with an outstanding foundation of knowledge in human anatomy and physiology. You will gain a broad understanding of the relationships between normal structure and function in human cells and tissues, both in health and disease. The properties of the four main types of tissue in the body - epithelial, connective, muscular and nervous - will also be clearly explained. The course employs a variety of engaging learning methods, including short videos, animations, interactive activities and integrated quizzes to guide you through key concepts, and make learning relevant. Medicine"
282,"Writing, Presenting and Submitting Scientific Papers in English | 英文科技论文写作与学术报告",Tsinghua University,advanced,https://www.edx.org/course/writing-presenting-and-submitting-scientific-paper,"Learn how to properly write a scientific paper, based on international standards, and effectively make a presentation to submit proposals for funding. 表达与交流是拔尖创新科技人才最重要的综合能力。培养英文科技论文写作与学术报告的能力，帮助你打开世界科坛大门，与国际同行平等交流。","In this communications course, you will learn how to properly write a paper in English, cite references and give attributions. You will also learn how to choose research topics and write proposals for research funding.It is increasingly important that new scholars and students become familiar with, and abide by the international standard when writing papers, submitting them for publication, dealing with editors, and applying for funding. Above all, knowing how to conduct a clear English presentation is an essential requirement for research papers being accepted.In this course, along with learning best practices for writing a paper, you will also learn about “conventions and protocols” of international academia and the cultural differences between East and West.发表高质量的学术论文和参与国际学术交流已经成为科学研究必不可少的环节及衡量学术成就的重要指标。清晰的英文表达是国际期刊和会议论文被录用的基本要求。论文投稿和修改，与编辑打交道，熟悉并遵守国际学术规则和惯例十分重要。 本课程旨在指导学生如何撰写国际期刊和会议论文，介绍国际学术界的惯例和规则，讨论相关的东西方文化差异，并指导如何正确引用参考文献，尊重他人研究成果，如何参加学术活动如参加学术会议、如何当评审人及如何担任国际期刊编委、国际会议程序委员会委员等学术工作。
本课程简短探讨如何选择研究课题和如何申请科研项目。 Communication"
283,Computing in Python III: Data Structures,The Georgia Institute of Technology,beginner,https://www.edx.org/course/computing-in-python-iii-data-structures,"Learn more complex ways of handling data, including files, lists, and dictionaries for building complex programs.","Build on your existing knowledge of conditionals, loops, and functions by studying more about complex Python data structures, including strings, lists, dictionaries, and file input and output. Organized into five chapters, this course starts by covering the basics of data structures, then moves on to these four common data structures in Python: By the end of this course, you'll be able to write even more complex programs in Python that process and persist complex data structures. For example, you'll be able to write an ongoing gradebook application that tracks and updates your average over time, a program to calculate the net force based on several force magnitudes and directions, or a program that can turn a string like this into a StRiNg LiKe tHiS. Structurally, the course is comprised of several parts. Instruction is delivered via a series of short (2-3 minute) videos. In between those videos, you'll complete both multiple choice questions and coding problems to demonstrate your knowledge of the material that was just covered. Computer Science"
284,Introduction to Internet of Things (IoT),Rolls-Royce,intermediate,https://www.edx.org/course/introduction-to-the-internet-of-things-3,Introduction to IoT is an interactive introduction to build fundamental knowledge on the concepts and applications of the Internet of Things.,"In under an hour you will learn what IoT is and how it works, what it could mean for your everyday role and examples of how we are using IoT in Rolls-Royce to deliver operational efficiencies and improve the services that we offer to our customers.By the end of this session you will be able to: Data Analysis & Statistics"
285,Nutrition and Health: Food Risks,Wageningen University & Research,intermediate,https://www.edx.org/course/nutrition-and-health-food-risks,"Learn about bacteria, pesticides and health hazards present in food.","Everyday reports of food scandals and recalls are published. One day it's scary bacteria in meat, and another day it's dangerous pesticides in fruits. According to some, meat needs to be cooked well to prevent food-borne illness while others warn not to heat food to prevent the formation of poisonous substances.Many consumers worry about the conflicting and confusing messages about food hazardsThis nutrition and health course will teach you about the hazards associated with food and give you the tools to assess and quantify the dangers they can present. You will learn the effects of food processing, the shared responsibility in the food chain and the prevention of food poisoning/intoxication. After this course, you will be able to differentiate what is a food myth vs. an actual risk. Finally, you will gain a contemporary view of how different risks can be weighed in a scientific way. Biology & Life Sciences"
286,Mechanics: Kinematics and Dynamics,Massachusetts Institute of Technology,intermediate,https://www.edx.org/course/mechanics-kinematics-and-dynamics,Learn about kinematics and dynamics in this calculus-based physics course.,"Mechanics is the study of the physics of motion and how it relates to applied forces. It lays the foundation of understanding the world around us through the how and why of motion.This physics course is the first in a series of four modules that covers calculus-based mechanics. This module reviews kinematics (the geometrical description of motion) in the context of one-dimensional, multi-dimensional, and circular motion. It also reviews Newton's laws of motion and examines their application to a wide variety of cases.The modules are based on material in MIT's Physics I, which is required for all MIT undergraduates, and is being offered as an XSeries on edX. Please visit theBeginner Mechanics XSeries Program Page to learn more and to enroll in all four modules.The course image is a picture of an MIT building with the name Newton prominently displayed. Physics"
287,Introduction to Data Analytics for Managers,The University of Michigan,intermediate,https://www.edx.org/course/introduction-to-data-analytics-for-managers,"Explore data science and analyze business data with Microsoft Azure through the use of SQL, machine learning, and other statistical techniques focused on business applications.","Through a combination of lectures, business case studies, and hands-on learning this course provides an introduction to data analytics techniques and their application in business.The case studies explored will illustrate how companies are leveraging different sources of data, including “big data,” with different analytical techniques, to improve performance. You will receive hands-on learning through a free web-based graphical development environment that will allow you to practice using some of these tools themselves. You will also gain an understanding of the many possibilities for applying data science in business, and will be able to consider additional learning opportunities to gain further depth.This course is an excellent resource for managers who see the opportunity to use data analytics in business but do not have the skills and background to engage with data analytics themselves. Business & Management"
288,Qualitative Research Methods: Conversational Interviewing,Massachusetts Institute of Technology,intermediate,https://www.edx.org/course/qualitative-research-methods-conversational-interv,"A short course that will teach you how to prepare for and conduct conversational interviews, that will produce rich qualitative data.","This short course is adapted from a semester length graduate level coursetaught at MIT covering Qualitative Research Methods. This online course will focus specifically on teaching how to prepare for and conduct a conversational interview for data gathering purposes. We will also discuss the nature of qualitative research as a methodology, how it compares and differs from other forms of research, and how qualitative and quantitative research complement each other in a research project. This isthe first in a multi-part series which will be released over the coming year, which will focus on Conversational Interviewing, Data Analysis, and Constructing Theory.You might have encountered other forms of interview techniques in your studies and training. The form that we are teaching is the preferred method of Professor Silbey's, one that she has used extensively throughout her career. The goal is to construct an interview protocol such that you will be able to guide your interviewee through topics of interest to your study without bringing them up explicitly, in order to explore experiences and accounts without pointing respondents in particular directions. Not sure what an interview protocol is? No problem! You will by the end of the course. Humanities"
289,International Project Management,Rochester Institute of Technology,intermediate,https://www.edx.org/course/international-project-management,Learn what makes global projects uniquely challenging and how to successfully manage projects based in different industries and countries.,"Managing global projects presents unique challenges. This course addresses the knowledge, skills and behaviors required to successfully manage projects that span organizations, national boundaries and cultural differences.In this course we will explore the impact on project management of culture, language variations, religious, regulatory and legal practices, technology penetration, temporal orientation, gender issues, corruption, ethics, personal liberty and political contexts. We learn how to meet global projects challenges through efficient use of practices and technology. The course will utilize available case studies and examples from companies to help students sharpen the skills needed to recognize and foster a successful international project environment.First, you will learn how culture affects how teams perceive each other, lead, solve problems and execute tasks. Although the world is increasingly connected, the people behind the projects have biases, expectations and a perception of life that impacts all decisions.Second, you will learn how to effectively manage global teams including how to build trust and collaboration across various cultures, time zones and technological settings. You will learn how to design communication channels and project structures effectively in a global project environment.Third, you will become familiar with the issues underlying the problem of corruption, which is the abuse of trusted power for private gain. Reducing the risk of corruption strengthens a company's reputation, builds the respect of employees and raises credibility with key stakeholders.Finally, you will learn how the adoption of collaboration tools can enhance the global project experience.This course is part of the RIT Project Management MicroMasters Program that is designed to teach how to successfully deliver projects in an international environment. In order to qualify for the MicroMasters Credential, you will need to earn a verified certificate in each of the three courses as well as pass a capstone exam. Business & Management"
290,Software Development Fundamentals,University of Pennsylvania,beginner,https://www.edx.org/course/software-development-fundamentals,"Learn the fundamentals of object-oriented programming in Java, as well as best practices of modern software development.","Software developers are in high demand in the current job market, and computer programming is a prerequisite skill for success in this field.Start your journey toward becoming a professional software developer by learning Java, one of the industry’s most commonly used programming languages.This course, part of the CS Essentials for Software Development Professional Certificate program, will quickly cover Java syntax and keywords and then explore features of object-oriented programming including encapsulation, inheritance, and polymorphism. You will learn how to apply these concepts to programmatic problem solving by investigating class modeling techniques and relationships such as aggregation, realization, and generalization.In addition to programming, you will learn about software testing techniques that help us find problems in our code, and you will use modern development environments and tools for tasks like debugging and unit testing. We will introduce Eclipse, the eclipse debugger and Junit (a unit testing framework).After completing this course, you will be able to design, develop, and test large applications in Java and understand and apply core principles of professional software development. Computer Science"
291,"First Nights - Stravinsky’s Rite of Spring: Modernism, Ballet, and Riots",Harvard University,advanced,https://www.edx.org/course/stravinskys-rite-of-spring-modernism-ballet-and-ri,"Learn the fascinating history of Igor Stravinsky’s The Rite of Spring , one of the most challenging and rewarding ballets ever written.","Igor Stravinsky’s The Rite of Spring premiered in Paris in 1913, sparking a riot and screaming so loud that the dancers could not hear the orchestra, and the choreographer had to shout numbers from backstage to keep the dancers on beat.The Rite of Spring continues to challenge listeners. According to Stravinsky, The Rite of Spring was intended to portray “the surge of spring, the magnificent upsurge of nature reborn.” As you will see, Stravinsky’s description is almost frighteningly apt!Harvard’s Thomas Forrest Kelly (Morton B. Knafel Professor of Music) guides learners through The Rite of Spring , highlighting not only the contributions of Stravinsky, the composer, but also those of his collaborators. Professor Kelly takes learners through the ballet’s development, rehearsals, and finally, premiere performance, and he explores just how and why The Rite of Spring challenged (and to a certain extent, continues to challenge) its listeners.You will learn about the ballet’s innovative choreography, the basics of 20th-century orchestral form and technique, and the circumstances of this ballet’s first performance and subsequent history. Learners in this course need not have any prior musical experience. Humanities"
292,Critical Thinking & Problem Solving,Rochester Institute of Technology,intermediate,https://www.edx.org/course/critical-thinking-problem-solving-3,"The most successful professionals are able to assess the environment, analyze a situation, design a solution, and ultimately win in a competitive scenario.","In today's business environment, organizations have identified critical thinking and problem-solving as skills that are integral to an employee's--and their organization's--success.The most successful professionals can assess the environment, analyze a situation, design a solution, and ultimately win in a competitive scenario.This course, part of the Leadership Essentials Professional Certificate program, will demystify, discuss, and provide application techniques for critical thinking and problem-solving in a business context. Learners will draw connections to their work experience by analyzing and critiquing case studies. Best practices for problem-solving will be discussed and illustrated including how to weigh alternative solutions, incorporate feedback from stakeholders, and how and when to start over. Communication"
293,Data Analysis Essentials,Imperial College Business School-Imperial College London,advanced,https://www.edx.org/course/data-analysis-essentials,"Discover and acquire the quantitative data analysis skills that you will typically need to succeed on an MBA program. This course will cover the fundamentals of collecting, presenting, describing and making inferences from sets of data.","Want to study for an MBA but unsure of the basic data analysis still required? This online course prepares you for studying in an MBA program and in business generally.Data analysis appears throughout any rigorous MBA program and in today’s business environment understanding the fundamentals of collecting, presenting, describing and making inferences from data sets is essential for success.The goal of this course is to teach you fundamental data analysis skills so you are prepared for your MBA study and able to focus your efforts on core MBA curriculum, rather than continually playing catch-up with the underlying statistical knowledge needed.We also hope that learning these data analysis skills will equip you with the ability to understand, to a greater degree, the data you encounter in your working lives and in the world around you - an essential life-skill in today’s data driven environmentThis course assumes no prior knowledge of data analysis. Concepts are explained as clearly as possible and regular activities give you the opportunity to practice your skills and improve your confidence. Business & Management"
294,Work and Employment for a Sustainable Future,SDG Academy,beginner,https://www.edx.org/course/work-and-employment-for-a-sustainable-future,"We are living in a financially fragile world. There is economic growth, but not enough opportunities to find decent work. Globally, more than 200 million people are still unemployed, but there has been progress in standards of labour and work. This is not sustainable. Learn from experts from the International Labour Organization, Harvard University, and more about the state of work in our world, and what it will take to ensure steady, inclusive and sustainable economic development for all.","National economies have grown substantially since the Industrial Revolution of the 19th century yet people have not necessarily seen an increase in opportunities to find decent work or earn a decent income. In fact, in some places, the increased productivity and rising profits associated with automation have directly impacted the availability of decent jobs. According to the International Labour Organization, more than 204 million people were unemployed in 2015, and more than 600 million new jobs are needed by 2030 just to keep pace with the growth of the working-age population. We also need to improve working conditions for the 780 million women and men who are employed but not earning enough to lift themselves and their families out of poverty. In addressing these core issues we will not only see increasing decent work opportunities but also more robust, inclusive and poverty-reducing growth.This course explores the past and future of work in the context of the SDGs, particularly SDG 8: Decent Work and Economic Growth. It examines the state of income and employment around the world, barriers to employment, policies to promote economic opportunity, and the future of work in our rapidly changing world. Encouraging entrepreneurship and job creation are key to achieving the SDGs, as are effective measures to eradicate forced labour, slavery and human trafficking. With these targets in mind, the world can achieve full and productive employment and decent work, for all women and men, by 2030.This seven-module massive open online course (MOOC) provides an in-depth look at the issues of inclusive and sustainable economic growth, full and productive employment, and decent work for all. The topics covered include structural shifts in economies and work; informality, gender and child labor, the modern welfare state; the future of work, and more. The course concludes with a special module by the ILO on realizing decent work for all and achieving SDG 8.This course is for:Policy professionals who want to understand frameworks for SDG planningDevelopment practitioners seeking knowledge on goals-based developmentAdvanced undergraduates and graduate students interested in economics, development, and other key concepts related to the SDGsModule 1: Decent Work for Sustainable DevelopmentModule 2: Transitions in Employment and WorkModule 3: Challenges of Work: Informality, Gender and Child LaborModule 4: Current Policy ResponsesModule 5: Structural and Institutional Models for the Future of WorkModule 6: Future of Jobs and WorkModule 7: Special Module in Partnership with the ILO: Achieving SDG 8 and Realizing Decent Work for All Economics & Finance"
295,Foundations of Data Structures,IITBombay,advanced,https://www.edx.org/course/foundations-of-data-structures,Learn the best way to structure and represent data.,"Data structures provide a means to manage large amounts of data for use in databases and internet indexing services. Efficient data structures are key for designing efficient algorithms and obtaining maintainable software design.In this Computer Science course, you will start by learning basic data types, such as numbers, and gradually build a conceptual framework for organizing and managing efficient structures.Topics covered:Preliminary understanding of implementing sequence structures such as stacks, queues, and linked lists, will also be covered.This course is part of the Fundamentals of Computer Science XSeries Program: Computer Science"
296,"Financial Programming and Policies, Part 1: Macroeconomic Accounts & Analysis",The International Monetary Fund,advanced,https://www.edx.org/course/financial-programming-and-policies-part-1-macroeco,"A course on the macroeconomic accounts, their interrelationships, and the analysis of economic developments.","How healthy is the state of the economy? How can economic policy help support or restore health to the economy? These questions are at the heart of financial programming. In our FPP courses you will learn the building blocks of how to answer to these questions.Financial programming is a framework to analyze the current state of the economy, forecast where the economy is headed, and identify economic policies that can change the course of the economy.In Part 1 of the FPP sequence, presented by IMF's Institute for Capacity Development, you will learn the basic skills required to conduct financial programming. The course presents the principal features of the four main sectors that comprise the macroeconomy (real, fiscal, external, and monetary); demonstrates how to read, interpret, and analyze the accounts for these sectors; and illustrates how these sectors are interlinked. (Part 2 of the FPP sequence will cover preparation of a baseline forecast and design of an adjustment program.)During the course, economists from the IMF will lead you through the accounts and analysis of an economy. Besides engaging with lecture videos, you will answer questions on the concepts explained, solve short numerical exercises, discuss with fellow participants economic developments in your country, and work with data for a hypothetical country. The reading material will be provided to you.Whether you are a civil servant working on economic issues for your country, a professional working with economic data, or simply interested in better understanding the developments of an economy, this course will provide hands-on training on macroeconomic analysis. We hope that you will join us in this exciting journey!Financial Programming and Policies, Part 1 is offered by the IMF with financial support from the Government of Japan. Economics & Finance"
297,IoT System Design: Software and Hardware Integration,Waseda University,intermediate,https://www.edx.org/course/iot-system-design-software-and-hardware-integratio,Start developing your own Internet of Things (IoT) systemwith this exploration ofthe interaction between software and hardware.,"This course is designed toteach you how systems are developed using IoT technology. Many engineers and developers tend to focus ona single discipline - either software or hardware. However, in today’s connectedage it's critical to have a comprehensive understanding of both disciplines and how they are intertwined. In this practical course,you'll gain a holistic understanding of system development from both software and hardware perspectives. A truly hands-on experience, you will develop your own embedded system. In doing so, you'll learn as much from your failures as your successes as you go along. Note: In this course, we will use DE10-Nano Development Kit by Terasic Inc. Computer Science"
298,English for Doing Business in Asia – Writing,The Hong Kong University of Science and Technology,advanced,https://www.edx.org/course/english-for-doing-business-in-asia-writing,Introducing strategies for developing your written English communication skills in the context of doing business in Asia.,"The use of English for doing business in multinational settings is a fact of life for many business people. And, as Asian economies expand and become more involved in the global economy, having the ability to write clear and concise English is important when exchanging information. This course has two goals. The first is to introduce non-native speakers of English to methods for developing written English language and communication skills for doing business in Asia. The second is to examine the impact of cross-cultural interactions and globalization on English communications. By exploring and participating in a business simulation set in Asia, you will develop the principal skills for effective communication in English when conducting business in China and other Asian countries.This course is part of a series developed by the same instructors. Enroll in EBA101x English for Doing Business in Asia – Speaking to continue developing your English language communication skills. Learn about business presentations, audience, format, pronunciation, rhythm and more. Humanities"
299,Working in Teams: A Practical Guide,The University of Queensland,beginner,https://www.edx.org/course/working-in-teams-a-practical-guide,"Learn how to build effective teams, be a great team player and manage team conflict.","Teamwork is an essential component of most professional activities in the modern world. But what makes an effective team?This course is an introduction to teamwork skills for all disciplines that will help you improve your own performance and that of your team.It covers why teams are important, the roles of individuals in a team, systems and processes for effective teamwork and communication, and methods for addressing team conflict.Throughout the course you will be provided with a range of tools and templates that you will be able to use with any team.Join us and learn how to make teams work for everyone. Humanities"
300,AI Chatbots without Programming,IBM,beginner,https://www.edx.org/course/AI-chatbots-without-programming,"Chatbots are increasingly in demand among global businesses. This course will teach you how to build, analyze, deploy and monetize chatbots - with the help of IBM Watson and the power of AI.","Special Offer : This course includes a great offer from IBM: One year of Watson Assistant services to power 10 chatbots at no charge. The perfect way to kickstart your chatbot building business!Chatbots are one of the most exciting and in-demand topics in tech. Businesses around the world are increasingly showing an interest in their potential for cost-saving and improving customer service availability.In this course, you'll learn how to build chatbots powered by Watson and how to approach making money by selling chatbots to clients. We'll coverways to sell chatbots to prospective clients online and offline. We'll explore how to plan and build chatbots using a visual tool provided by IBM. We'll offer methods for testing, analyzing, and improving your chatbots. And we'll teach you how to deploy your chatbots to websites via a handy WordPress plugin.Leveraging the AI power of Watson Assistant, you will be able toaccomplish all this without the need to write any code! Computer Science"
301,Just Money: Banking as if Society Mattered,Massachusetts Institute of Technology,beginner,https://www.edx.org/course/just-money-banking-as-if-society-mattered,Learn how banks can use capital as a tool to promote social and environmental wellbeing.,"Do you know what your bank does with your money? What is the role of a bank in producing societal well-being?This course looks into banks that operate differently, namely, “just banks"" that use capital and finance as a tool to address social and ecological challenges. This course is for anyone who wants to understand the unique role banks play as intermediaries in our economy and how they can leverage that position to produce positive social, environmental, and economic change.The instructors of this course have worked for over 15 years with just banks from around the world, as well as in the fields of community development, economic democracy, and social change.No previous knowledge of finance or banking is needed to take this course. Business & Management"
302,Computing in Python IV: Objects & Algorithms,The Georgia Institute of Technology,advanced,https://www.edx.org/course/computing-in-python-iv-objects-algorithms,"Learn about recursion, search and sort algorithms, and object-oriented programming in Python.","Complete your Beginner knowledge of computer science with this final course on objects and algorithms. Now that you've learned about complex control structures and data structures, learn to develop programs that more intuitively leverage your natural understanding of problems through object-oriented programming. Then, learn to analyze the complexity and efficiency of these programs through algorithms. In addition, certify your broader knowledge of Introduction to Computing with a comprehensive exam. By the end of this course, you'll be able to write programs in Python that leverage your more natural understanding of data structures by creating objects to represent the structures you work with most often. For example, if you were creating a class roster application, you'll learn how to create an object representing a student's name, ID number, and attendance record. Then, you'll be able to create applications that leverage sorting and searching algorithms to sort that roster alphabetically, search for a particular student, and evaluate the efficiency of both those operations. Structurally, the course is comprised of several parts. Instruction is delivered via a series of short (2-3 minute) videos. In between those videos, you'll complete both multiple choice questions and coding problems to demonstrate your knowledge of the material that was just covered. These exercises count for 20% of your grade. Then, after each major chapter, you'll complete a problem set of collected, more challenging problems. These count for 40% of your grade. Finally, you'll complete a final course exam, which counts for the remaining 40% of your grade. Computer Science"
